t,input_il6,Compound_6_Obs,Compound_8_Obs,Compound_11_Obs,Compound_12_Obs
74,25,13.3977247335803,0.0579679670723301,33.0289672534028,0.108493084980457
74,25,13.7666154501557,0.0633146646510129,25.1846512473429,0.089577722619473
74,50,13.0990648567461,0.0677585849386616,34.9041943321117,0.114165733710817
74,50,11.0342806656075,0.0567296205786597,35.0745566834077,0.111918147109547
74,100,11.2544906503935,0.0708609222123615,45.9264509927491,0.0820309039583385
74,100,11.0558295309716,0.0674095271363855,29.994859149459,0.108708013513326
74,100,10.0910227282836,0.0957003402668144,37.8256088140793,0.172810795897218
74,100,15.5483502654237,0.123752622950026,37.3523189909466,0.162849782274642
74,200,14.4372065013563,0.105663282906085,32.7327497711894,0.145944283357571
74,200,15.4530906147271,0.0983127271167012,34.3378700564746,0.16628117221503
74,200,12.0367460607797,0.101900181162681,33.700838310611,0.13629168620296
74,200,11.2302617253991,0.0937425320625484,35.0046658226304,0.133499784234716
74,200,13.278893603578,0.121188945871249,31.1456346704298,0.271538132917924
74,200,12.6704417229516,0.122836142378303,34.0845573135507,0.23167082034252
74,500,13.6691176585711,3.23290157336326,51.0270966413755,7.77267657191573
74,500,11.9022971016323,3.00451511811338,41.2408274456196,6.98485023287659
