t,input_il6,JAK1_gp130_Obs,pJAK1_gp130_Obs,pJAK1_pgp130_Obs,nSOCS3RNA5_Obs
96,5,0.00671500458470039,0.0031442902885891,0.00517295380537644,0.504111413919026
96,5,0.00723219766311281,0.0025424242808429,0.00584423387346138,0.486417195832378
96,10,0.0268815172881023,0.00312527715486144,0.00597933081182511,0.467934743809649
96,10,0.0373259154979817,0.00281080591184241,0.00610133900967761,0.532164435343409
96,10,-0.00410974204704239,0.00299632123556144,0.00438385721739852,0.432960531026759
96,10,0.0423059216928345,0.00276261790982995,0.00381382629287023,0.455615726391629
96,10,3.20634650206736e-05,0.00269090831370665,0.00422204827302957,0.474240390821333
96,10,0.0503551741530784,0.00290899293984936,0.004286071994063,0.481155106962378
96,10,0.320713036734604,0.00175553578565954,0.0110600070533696,0.0988478195224236
96,10,0.28083095930743,0.00169421193086736,0.0109271721467201,0.12370483541095
96,25,0.292793919368713,0.00203712748078589,0.00969177649692776,0.0601361309667566
96,25,0.265088323086662,0.00229520863770704,0.0100880240444739,0.111407223085124
96,25,0.349054406606096,0.00187734713833862,0.0107540293960647,0.0779632348042376
96,25,0.356093492912559,0.00233570254078933,0.00971271059188531,0.080231483004075
96,25,0.308822860983734,0.00193356206559235,0.0121816390481159,0.116800385580999
96,25,0.293567365658141,0.0019117074640426,0.0120356574608234,0.0742928399254052
96,25,-0.0242552166990905,0.00334113025763518,0.00548941150889992,0.653146661893067
96,25,0.0581673888617947,0.0036161479798373,0.00609550730327273,0.607114676931803
96,50,-0.0103651048602407,0.00324826526615805,0.005905149852095,0.685650543010801
96,50,0.0179447441288238,0.00389385879488593,0.00844224732703742,0.690661203240574
96,50,0.00667206427672121,0.00359064739636688,0.0063193660530167,0.701919611432291
96,50,0.0237076321171002,0.0039831336549669,0.00598780147807495,0.690006284801188
96,50,0.0326168801521204,0.0019485726480895,0.00508214613629164,0.148489027560074
96,50,0.0382555101834666,0.00184973305991345,0.00460451382804672,0.180774746330409
96,50,0.0498928674594294,0.00205076621866344,0.00459179157184826,0.119986940927637
96,50,0.0142587638130342,0.00142633092070014,0.00573743033963429,0.168400971081631
96,100,0.0229604010531185,0.00203175621306945,0.00330716719373537,0.214176734557088
96,100,-0.00166764449681895,0.00217986225272373,0.00558207513633595,0.16474941115629
96,100,0.0249024929038283,0.00218426398225455,0.0047096251780844,0.19472540728709
96,100,0.0474718528062856,0.00202504055295361,0.00575517078333699,0.204554335450762
96,100,0.145586406301032,0.00172984108665427,0.00841705771313966,0.0670146073431658
96,100,0.157919681355324,0.00177339483330909,0.00924202044870048,0.0918513298128396
96,100,0.023480757976245,0.00237582852502344,0.00636625710148191,0.274188492139953
96,100,0.00971219052384427,0.00163598627745691,0.00629120990111803,0.292343652192108
96,200,-0.0137740006610988,0.00234881159817221,0.00322766536936896,0.279428266508103
96,200,0.0626710479754108,0.00275287622528647,0.00498813363323443,0.291654096252803
96,200,0.0313015437543616,0.00245015193533761,0.00577541090293073,0.339899999250515
96,200,0.0498647774740088,0.00237572464781234,0.00620170465734845,0.315817560303939
96,200,0.0328870774044043,0.00231043260196472,0.00422453683456514,0.317662387899983
96,200,0.00189890699929805,0.00227241391566827,0.0060159843934558,0.337505894590551
96,500,-0.0535798005869272,0.00455191347339665,0.00698128652786885,0.797851855097047
96,500,0.055674207491281,0.00468541283970006,0.00695746118268783,0.851942405782929
96,500,-0.0173752302819484,0.00505714342029573,0.00625994247253746,0.807982297365853
96,500,0.00423811375960252,0.00446373919433995,0.00594568427595324,0.826044504993109
96,500,-0.0112257997117967,0.00485494048200372,0.00658676613234853,0.830353412829055
96,500,-0.0300998654250729,0.00476077873135453,0.00602449930279744,0.847202641526618
