conditionId	ActD	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	SOCS3oe	SOCS3prom	STAT5imp	epo_level	CIS	CISHRNA	CISHnRNA1	CISHnRNA2	CISHnRNA3	CISHnRNA4	CISHnRNA5	EpoRJAK2	PTP	SOCS3	SOCS3RNA	SOCS3nRNA1	SOCS3nRNA2	SOCS3nRNA3	SOCS3nRNA4	SOCS3nRNA5	STAT5	nSTAT5deact	step_time	vol_cyt	vol_nuc
D11_Merkle_RS06_TC011	0	ActDstrength*Relto_CFUE_ActDstrength	CISHRNAturn*Relto_CFUE_CISHRNAturn	EPORactJAK2*Relto_CFUE_EPORactJAK2	JAK2actEPO*Relto_CFUE_JAK2actEPO	Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay	0	Relto_CFUE_SOCS3prom*SOCS3prom	Relto_CFUE_STAT5imp*STAT5imp	0.000014286	(0.18598615916955017301038062283737*CISeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(0.18598615916955017301038062283737*CISHRNAeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	ReltoH838_init_EpoRJAK2_H838*init_EpoRJAK2_H838	Relto_H838WT_init_PTP*init_PTP	(0.18598615916955017301038062283737*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.18598615916955017301038062283737*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	Relto_CFUE_init_STAT5*init_STAT5	Relto_CFUE_nSTAT5deact*nSTAT5deact	30	11.56	2.15
D12_Merkle_RS06_TC012	0	ActDstrength*Relto_CFUE_ActDstrength	CISHRNAturn*Relto_CFUE_CISHRNAturn	EPORactJAK2*Relto_CFUE_EPORactJAK2	JAK2actEPO*Relto_CFUE_JAK2actEPO	Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay	0	Relto_CFUE_SOCS3prom*SOCS3prom	Relto_CFUE_STAT5imp*STAT5imp	0.000071429	(0.18598615916955017301038062283737*CISeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(0.18598615916955017301038062283737*CISHRNAeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	ReltoH838_init_EpoRJAK2_H838*init_EpoRJAK2_H838	Relto_H838WT_init_PTP*init_PTP	(0.18598615916955017301038062283737*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.18598615916955017301038062283737*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	Relto_CFUE_init_STAT5*init_STAT5	Relto_CFUE_nSTAT5deact*nSTAT5deact	30	11.56	2.15
D13_Merkle_RS06_TC013	0	ActDstrength*Relto_CFUE_ActDstrength	CISHRNAturn*Relto_CFUE_CISHRNAturn	EPORactJAK2*Relto_CFUE_EPORactJAK2	JAK2actEPO*Relto_CFUE_JAK2actEPO	Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay	0	Relto_CFUE_SOCS3prom*SOCS3prom	Relto_CFUE_STAT5imp*STAT5imp	0	(0.18598615916955017301038062283737*CISeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(0.18598615916955017301038062283737*CISHRNAeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	ReltoH838_init_EpoRJAK2_H838*init_EpoRJAK2_H838	Relto_H838WT_init_PTP*init_PTP	(0.18598615916955017301038062283737*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.18598615916955017301038062283737*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	Relto_CFUE_init_STAT5*init_STAT5	Relto_CFUE_nSTAT5deact*nSTAT5deact	30	11.56	2.15
D14_Merkle_RS06_TC014	0	ActDstrength*Relto_CFUE_ActDstrength	CISHRNAturn*Relto_CFUE_CISHRNAturn	EPORactJAK2*Relto_CFUE_EPORactJAK2	JAK2actEPO*Relto_CFUE_JAK2actEPO	Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay	0	Relto_CFUE_SOCS3prom*SOCS3prom	Relto_CFUE_STAT5imp*STAT5imp	0.00092105	(0.18598615916955017301038062283737*CISeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(0.18598615916955017301038062283737*CISHRNAeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	ReltoH838_init_EpoRJAK2_H838*init_EpoRJAK2_H838	Relto_H838WT_init_PTP*init_PTP	(0.18598615916955017301038062283737*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.18598615916955017301038062283737*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	Relto_CFUE_init_STAT5*init_STAT5	Relto_CFUE_nSTAT5deact*nSTAT5deact	30	11.56	2.15
D15_Merkle_RS06_TC015	0	ActDstrength*Relto_CFUE_ActDstrength	CISHRNAturn*Relto_CFUE_CISHRNAturn	EPORactJAK2*Relto_CFUE_EPORactJAK2	JAK2actEPO*Relto_CFUE_JAK2actEPO	Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay	0	Relto_CFUE_SOCS3prom*SOCS3prom	Relto_CFUE_STAT5imp*STAT5imp	0.000018421	(0.18598615916955017301038062283737*CISeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(0.18598615916955017301038062283737*CISHRNAeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	ReltoH838_init_EpoRJAK2_H838*init_EpoRJAK2_H838	Relto_H838WT_init_PTP*init_PTP	(0.18598615916955017301038062283737*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.18598615916955017301038062283737*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	Relto_CFUE_init_STAT5*init_STAT5	Relto_CFUE_nSTAT5deact*nSTAT5deact	30	11.56	2.15
D16_Merkle_RS06_TC016	1	ActDstrength*Relto_CFUE_ActDstrength	CISHRNAturn*Relto_CFUE_CISHRNAturn	EPORactJAK2*Relto_CFUE_EPORactJAK2	JAK2actEPO*Relto_CFUE_JAK2actEPO	Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay	0	Relto_CFUE_SOCS3prom*SOCS3prom	Relto_CFUE_STAT5imp*STAT5imp	0	(0.18598615916955017301038062283737*CISeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(0.18598615916955017301038062283737*CISHRNAeqm*CISHRNAbasal)/(CISHRNAturn*Relto_CFUE_CISHRNAturn)	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	ReltoH838_init_EpoRJAK2_H838*init_EpoRJAK2_H838	Relto_H838WT_init_PTP*init_PTP	(0.18598615916955017301038062283737*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.18598615916955017301038062283737*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	(SOCS3RNAeqm*SOCS3RNAbasal)/(Relto_CFUE_SOCS3RNAdelay*SOCS3RNAdelay)	Relto_CFUE_init_STAT5*init_STAT5	Relto_CFUE_nSTAT5deact*nSTAT5deact	30	11.56	2.15
D17_Merkle_RS06_DR001	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D18_Merkle_RS06_DR001	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.0000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D19_Merkle_RS06_DR001	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.00000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D20_Merkle_RS06_DR001	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.000000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D21_Merkle_RS06_DR001	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.0000000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D22_Merkle_RS06_DR002	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.00000125	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D23_Merkle_RS06_DR002	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.000000125	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D24_Merkle_RS06_DR002	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.0000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D25_Merkle_RS06_DR002	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.00000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D26_Merkle_RS06_DR002	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.000000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D27_Merkle_RS06_DR002	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.0000000025	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
D28_Merkle_RS06_DR003	0	ActDstrength	CISHRNAturn	EPORactJAK2	JAK2actEPO	SOCS3RNAdelay	0	SOCS3prom	STAT5imp	0.000000125	(0.6875*CISeqm*CISHRNAbasal)/CISHRNAturn	(0.6875*CISHRNAeqm*CISHRNAbasal)/CISHRNAturn	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	(CISHRNAeqm*CISHRNAbasal)/CISHRNAdelay	init_EpoRJAK2	init_PTP	(0.6875*SOCS3eqm*SOCS3RNAbasal)/SOCS3RNAturn	(0.6875*SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAturn	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	(SOCS3RNAeqm*SOCS3RNAbasal)/SOCS3RNAdelay	init_STAT5	nSTAT5deact	60	0.4	0.275
